metname,inchikey,Canonical_SMILES
camp,IVOMOUWHDPKRLL-KQYNXXCUSA-M,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-]
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N,C[S+](CCC(=O)C(=O)[O-])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
adocbip,MQCMBMUJJHSGIF-QMUWONGRSA-K,noinchikey_inpubchem
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K,C(C(C(=O)[O-])OP(=O)([O-])[O-])O
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M,CC(C)(CO)C(=O)C(=O)[O-]
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(C(=O)[O-])OP(=O)([O-])[O-]
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
dma,ROSDSFDQCJNGOL-UHFFFAOYSA-O,C[NH2+]C
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N,noinchikey_inpubchem
5caiz,JHLXDWGVSYMXPL-XVFCMESISA-K,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC(=O)[O-]
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K,CC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C
hmgcoa,CABVTRNMFUVUDM-SJBCKIPMSA-I,noinchikey_inpubchem
udp,XCCTYIAWTASOJW-XVFCMESISA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N,C(=O)(N)N
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O
f420_5,NA,noinchikey_inpubchem
trnapro,NA,noinchikey_inpubchem
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D,CC1(C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])C(C3(C)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Fe+2]
cdpg,PZJOIILIPTVGFU-UWTATZPHSA-K,C1C(OP(=O)(OP(=O)(O1)[O-])[O-])C(=O)[O-]
dhadrtpr,NA,noinchikey_inpubchem
pmcoa,LYCRXMTYUZDUGA-UYRKPTJQSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)[O-])O
trnamet,NA,noinchikey_inpubchem
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J,C(C(C(=O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-]
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M,CC(=O)C(C)(C(=O)[O-])O
applp,YBOLZUJJGUZUDC-GSVOUGTGSA-M,CC(C[NH3+])OP(=O)([O-])[O-]
copre2,BKIWSQUNFCJSOI-HZUOBFSFSA-E,CC1(C(C2=CC3=NC(=C(C3CC(=O)[O-])CCC(=O)[O-])CC4=C(C(=C([N-]4)C=C5C(C(C(=N5)C=C1[N-]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Co+2]
lppg,JAIRGSHHKMPRGE-LJRSMJOYSA-K,CC(C(=O)[O-])OP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C2NC(=NC3=O)N)O)O
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,CC(C(=O)[O-])O
argtrna,NA,noinchikey_inpubchem
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K,C(C(=O)[O-])OP(=O)([O-])[O-]
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])C(=O)OP(=O)([O-])[O-]
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
cmp,IERHLVCPSMICTF-XVFCMESISA-L,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K,C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-]
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N,CC(C=O)O
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L,C(C(C(=O)[O-])NC(=O)N)C(=O)[O-]
mphenh2,NA,noinchikey_inpubchem
acser,VZXPDPZARILFQX-BYPYZUCNSA-N,CC(=O)OCC(C(=O)O)N
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L,C=C(C(=O)[O-])OC1C=C(C=CC1O)C(=O)[O-]
copre3,FKTVLCPLZMVWHD-LPFAUARPSA-E,CC1=C2C(C(C(=N2)C=C3C(C(C(=CC4=NC(=C(C4CC(=O)[O-])CCC(=O)[O-])CC5=C(C(=C1[N-]5)CC(=O)[O-])CCC(=O)[O-])[N-]3)CCC(=O)[O-])(C)CC(=O)[O-])CCC(=O)[O-])(C)CC(=O)[O-].[Co+2]
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)[O-]
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N,C1=CC(=CC=C1CO)O
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)NC(CC(=O)[O-])C(=O)[O-]
indpyr,RSTKLPZEZYGQPY-UHFFFAOYSA-M,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)[O-]
4abut,BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)O)CN
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=CN2
gal1p,HXXFSFRBOHSIMQ-FPRJBGLDSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
cmaphis,YBMOTEQVMANKGX-JAMMHHFISA-N,CNC(CCC1=NC=C(N1)CC(C(=O)O)N)C(=O)O
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C(CC(=O)N)C(C(=O)O)N
oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L,C(=O)(C(=O)[O-])[O-]
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N,[Zn+2]
dtdpglu,YSYKRGRSMLTJNL-URARBOGNSA-L,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L,C(CC(=O)OP(=O)([O-])[O-])C(C(=O)[O-])[NH3+]
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K,CC(=C)CCOP(=O)([O-])OP(=O)([O-])[O-]
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N,CC(C(=O)C)O
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K,CC(C)(COP(=O)([O-])[O-])C(C(=O)NCCC(=O)[O-])O
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M,CC1=C(N(C2=NC(=NC(=O)C2=N1)[O-])CC(C(C(CO)O)O)O)C
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
copre4,VHHGJROBFDFFAE-QTESGACZSA-F,CC1C23C4=C(C(C(=N4)CC5=C(C(=C([N-]5)C=C6C(C(C(=N6)C=C([N-]2)C(C3(CC(=O)O1)C)CCC(=O)[O-])(C)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])(C)CCC(=O)[O-])CC(=O)[O-].[Co+2]
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CN2
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N,C(C(=O)CO)O
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L,C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)([O-])[O-]
mppp9,REJJDEGSUOCEEW-RGGAHWMASA-J,noinchikey_inpubchem
6ax6ax,IWENLYKHSZCPRD-UHFFFAOYSA-N,C(CCC(=O)NCCCCCC(=O)O)CCN
glyc1p,AWUCVROLDVIAJX-UHFFFAOYSA-L,C(C(COP(=O)([O-])[O-])O)O
cdgggp,NA,noinchikey_inpubchem
3hdgggp,NA,noinchikey_inpubchem
tyrtrna,NA,noinchikey_inpubchem
orn,AHLPHDHHMVZTML-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH3+]
dpgpi,NA,noinchikey_inpubchem
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]
lystrna,NA,noinchikey_inpubchem
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K,C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)C(C(COP(=O)([O-])[O-])O)O
dann,KCEGBPIYGIWCDH-UHFFFAOYSA-O,CC(C(CCCCCC(=O)[O-])[NH3+])[NH3+]
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M,C(C1C(C(C(C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O
trdox,NA,noinchikey_inpubchem
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C(=CC(=O)[O-])C(=O)[O-]
25dhpp,NA,noinchikey_inpubchem
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N
3hdggpgp,NA,noinchikey_inpubchem
f430p3,NA,noinchikey_inpubchem
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-]
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
2tcc,HYGZRLVEUKTESI-WUCPZUCCSA-M,noinchikey_inpubchem
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I,[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M,CC1C(NC(=O)N1)CCCCCC(=O)[O-]
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-]
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=NC2=O)N
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N
dhadrp,NA,noinchikey_inpubchem
tih2cit,KVEBLTAWTCBJNF-UJURSFKZSA-K,C(CC(C(C(=O)[O-])O)C(=O)[O-])CC(=O)[O-]
f420_0,OLEQJMXJEZZMHZ-GQPBWUKJSA-K,noinchikey_inpubchem
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K,CC1=NC=C(C(=N1)N)COP(=O)([O-])OP(=O)([O-])[O-]
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L,C(C(=O)COP(=O)([O-])[O-])O
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-]
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L,[O-]S(=O)[O-]
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N,noinchikey_inpubchem
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M,C1=C([N+](=CN1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N,C(=O)=O
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M,C1=CC(=CC=C1CC(=O)C(=O)[O-])O
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M,C1C(C(C(C=C1C(=O)[O-])O)O)O
f390g,AGIBFKDQHBKZJS-BANWBAIDSA-H,noinchikey_inpubchem
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M,C1=C(NC(=O)NC1=O)C(=O)[O-]
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
ch4,VNWKTOKETHGBQD-UHFFFAOYSA-N,C
formh4spt,NA,noinchikey_inpubchem
formmfr_b,NA,noinchikey_inpubchem
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J,C=C(C(=O)[O-])OC1CC(=CC(C1O)OP(=O)([O-])[O-])C(=O)[O-]
mphen,NA,noinchikey_inpubchem
2ins,VYEGBDHSGHXOGT-HYFGLKJPSA-N,noinchikey_inpubchem
3hdpgps,NA,noinchikey_inpubchem
for,BDAGIHXWWSANSR-UHFFFAOYSA-M,C(=O)[O-]
h4spt,DOMRFGVDYQUXCH-HXBMNFMZSA-J,CC1C(NC2=C(N1)NC(=NC2=O)N)C(C)NC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)([O-])OC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-])O)O)O)O)O
mleneh4spt,NA,noinchikey_inpubchem
cd2,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd+2]
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N,C1=C(NC(=O)N=C1)N
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O
histrna,NA,noinchikey_inpubchem
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N,CC(C(=O)O)N
dkmp,NA,noinchikey_inpubchem
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=C(N2)N
dhadr,NA,noinchikey_inpubchem
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L,CC(C)(COP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCS)O
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O,C(CO)[NH3+]
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N,CC1=C(SC=N1)CCO
trnalys,NA,noinchikey_inpubchem
ohepa,NA,noinchikey_inpubchem
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
asptrna,NA,noinchikey_inpubchem
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O
5hbzid,NA,noinchikey_inpubchem
3hdggpi,NA,noinchikey_inpubchem
tma,GETQZCLCWQTVFV-UHFFFAOYSA-O,C[NH+](C)C
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N,CC1=NC=C(C(=N1)N)CO
trnaile,NA,noinchikey_inpubchem
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M,C(C(=N)C(=O)O)C(=O)[O-]
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(CC(C(=O)O)N)CNC(=O)N
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M,CCC(C)(C(C(=O)[O-])O)O
f430p1,NA,noinchikey_inpubchem
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)C(=O)[O-])O)O)O)O)O
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M,C1=CC=C(C(=C1)C(=O)[O-])N
ump,DJJCXFVJDGTHFX-XVFCMESISA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P,C(CC[NH3+])C[NH3+]
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)([O-])[O-]
dhadrpr,NA,noinchikey_inpubchem
gdpddman,PNHLMHWWFOPQLK-BKUUWRAGSA-L,CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L,noinchikey_inpubchem
adcobhex,AXZSUSWNAXMBBB-NQYRMHKHSA-L,noinchikey_inpubchem
trnacys,NA,noinchikey_inpubchem
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=NC2=O)N
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M,CCC(C(=O)C)(C(=O)[O-])O
mi1p__D,INAPMGSXUVUWAF-UOTPTPDRSA-L,noinchikey_inpubchem
cystrna,NA,noinchikey_inpubchem
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N,C(C1C(C(C(O1)(CO)O)O)O)O
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)O)N)O
dpgps,REWAKYJADCBFMU-BMCGWPBGSA-M,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OCCC(C)CCCC(C)CCCC(C)CCCC(C)C
cbi,XQRJFEVDQXEIAX-JFYQDRLCSA-M,noinchikey_inpubchem
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N
25dthpp,NA,noinchikey_inpubchem
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M,C(=O)(O)[O-]
